run_id,floor,exp_gain,enemies,time_taken,fatigue,timestamp
55,21,785.373413,63,487170.0938,2,4765840384
56,22,796.667725,64,500743.7188,2,4852741120
57,21,785.373413,65,567056.6875,3,4939708416
58,20,773.55365,67,538471.0625,2,5026647040
59,21,785.373413,68,605258.375,4,5113652224
60,20,773.55365,69,605965.5625,4,5200658432
61,19,761.156982,70,560400.25,3,5287619072
62,18,748.124329,71,473972.3438,1,5374493184
63,19,761.156982,72,521960.5,1,5461414912
64,20,773.55365,74,461430.7813,0,5548276224
65,21,785.373413,75,517072.8125,0,5635193344
66,22,796.667725,76,708305.5625,4,5722301440
67,23,807.481323,77,655851.8125,3,5809357312
68,22,796.667725,78,604260.1875,2,5896361472
69,23,807.481323,79,684380.625,3,5983446016
70,24,817.853394,81,591864.9375,1,6070437888
71,25,827.818604,82,602103.1875,1,6157440000
72,26,837.407715,83,671347.6875,1,6244511232
73,27,846.64801,84,702280.3125,2,6331613696
74,28,855.564026,85,741356.125,2,6418755072
75,29,864.177734,87,717554.5,1,6505872384
76,30,872.508972,88,770405.1875,2,6593042944
77,31,880.575745,89,854423,3,6680297472
78,30,872.508972,90,895136.625,4,6767592448
79,29,864.177734,92,822715.5,2,6854815232
80,30,872.508972,93,750265.5,1,6941965312
81,31,880.575745,94,764233.5625,1,7029129728
82,30,872.508972,95,811068.3125,2,7116340736
83,31,880.575745,97,879189.9375,2,7203619840
84,32,888.394226,98,1000891,4,7291020800
85,33,895.979248,99,776250.125,0,7378196992
86,34,903.344421,101,1005453.25,3,7465602560
87,35,910.502136,102,1022654,3,7553025024
88,34,903.344421,103,980998.4375,3,7640406016
89,35,910.502136,104,976495.375,2,7727782400
90,36,917.463623,106,1033711.5,3,7815216128
91,37,924.239502,107,1122440.25,4,7902738432
92,36,917.463623,108,1100269.875,3,7990238720
93,37,924.239502,110,1054982.25,2,8077693952
94,36,917.463623,111,1074684.875,3,8165168640
95,37,924.239502,112,1200828.125,4,8252769280
96,36,917.463623,114,1298402,5,8340467712
97,37,924.239502,115,1203347.125,4,8428070912
98,38,930.839355,116,1124962.75,2,8515595776
99,39,937.272156,117,1287534.375,4,8603283456
100,38,930.839355,119,1204944.5,3,8690888704
101,39,1124.726685,120,1357604.625,4,8778646528
102,40,943.546021,121,1364462.875,4,8866410496
103,41,949.668823,123,1370968.625,4,8954181632
104,42,955.6474,124,1659147.875,7,9042240512
105,41,949.668823,125,1388913.75,4,9130029056
106,42,955.6474,127,1624612.125,6,9218054144
107,41,949.668823,128,1646341.375,6,9306100736
108,40,943.546021,129,1606874.5,6,9394107392
109,39,937.272156,131,1470053.625,4,9481977856
110,40,943.546021,132,1506836.375,5,9569885184
111,39,937.272156,133,1677808,6,9657962496
112,40,943.546021,135,1520061.75,4,9745882112
113,39,937.272156,136,1631691.5,5,9833913344
114,40,943.546021,137,1576991.75,5,9921890304
115,39,937.272156,139,1661808,5,10009952256
116,40,943.546021,140,1496934.875,4,10097849344
117,41,949.668823,141,1649570.75,5,10185899008
118,42,955.6474,143,1872426.75,7,10274171904
119,43,961.488586,144,1633536.75,4,10362205184
120,42,955.6474,145,1684361.5,5,10450289664
121,41,949.668823,147,1633287.5,4,10538322944
122,40,943.546021,148,1787411.75,5,10626510848
123,41,949.668823,149,1885161,6,10714796032
124,40,943.546021,151,1717132.375,5,10802913280
125,39,937.272156,152,1718952.375,5,10891032576
126,40,943.546021,153,1706998.5,4,10979139584
127,41,949.668823,155,1769350.5,4,11067309056
128,42,955.6474,156,1873087.75,5,11155581952
129,43,961.488586,157,2122607.5,7,11244104704
130,42,955.6474,159,1913148.25,5,11332417536
131,43,961.488586,160,1937622.625,5,11420754944
132,42,955.6474,161,1966942.125,5,11509122048
133,43,961.488586,163,1926805.875,5,11597449216
134,42,955.6474,164,1928494.75,5,11685777408
135,41,949.668823,165,1965032.25,5,11774142464
136,40,943.546021,167,1776691.625,4,11862319104
137,39,937.272156,168,1734875,3,11950453760
138,40,943.546021,169,1808281.75,4,12038662144
139,41,949.668823,171,2029156.5,5,12127091712
140,40,943.546021,172,2046069.25,5,12215537664
141,39,937.272156,173,1976737,5,12303913984
142,38,930.839355,175,2344829.5,7,12392658944
143,39,937.272156,176,1953536.125,4,12481012736
144,40,943.546021,177,1882858.25,4,12569295872
145,41,949.668823,179,1568356.25,1,12657264640
146,42,955.6474,180,1981765.875,4,12745646080
147,41,949.668823,181,2014343.875,4,12834060288
148,42,955.6474,183,2099555,4,12922559488
149,43,961.488586,184,2214499.75,5,13011174400
150,44,967.198547,185,1798219.75,2,13099372544
151,45,972.782898,187,1849090.75,2,13187621888
152,46,978.247192,188,2049229,3,13276070912
153,47,983.596497,189,2257827.5,5,13364728832
154,48,988.835449,191,2383218.75,5,13453511680
155,47,983.596497,192,2149537,4,13542061056
156,46,978.247192,193,2158552.25,4,13630619648
157,47,983.596497,195,2233369,4,13719252992
158,48,988.835449,196,2586979.25,6,13808239616
159,49,993.968567,198,2641901.25,6,13897281536
160,48,988.835449,199,2731750.5,7,13986413568
161,49,993.968567,200,2513128.5,5,14075326464
162,50,999,202,2595842.5,6,14164322304
163,50,999,203,2204519.75,3,14252926976
164,49,993.968567,204,2149986.75,3,14341477376
165,48,988.835449,206,2525716.25,5,14430403584
166,49,993.968567,207,2430392.75,4,14519233536
167,48,988.835449,209,2760949.5,6,14608394240
168,49,993.968567,210,2732472.25,6,14697526272
169,48,988.835449,211,2621753,5,14786547712
170,47,983.596497,213,2923538.25,7,14875871232
171,46,978.247192,214,2721554,6,14964993024
172,47,983.596497,215,2543072.75,4,15053935616
173,46,978.247192,217,2841323,6,15143177216
174,47,983.596497,218,2723548,5,15232301056
175,46,978.247192,219,3107839.25,8,15321808896
176,45,972.782898,221,3063337.25,7,15411272704
177,46,978.247192,222,2622625,5,15500295168
178,45,972.782898,224,2377533.25,3,15589072896
179,46,978.247192,225,2420212.75,3,15677892608
180,45,972.782898,226,2882913.25,6,15767175168
181,46,978.247192,228,2318713,2,15855893504
182,47,983.596497,229,2243186.25,2,15944537088
183,48,988.835449,230,2667495.25,4,16033604608
184,47,983.596497,232,2901581.25,5,16122906624
185,48,988.835449,233,3042397.75,6,16212348928
186,49,993.968567,234,2846000.75,5,16301594624
187,48,988.835449,236,2901887.5,5,16390896640
188,49,993.968567,237,3008611.5,5,16480305152
189,48,988.835449,239,2976980.5,5,16569681920
190,47,983.596497,240,3304422,7,16659386368
191,46,978.247192,241,3080181,6,16748866560
192,45,972.782898,243,3219527.75,6,16838486016
193,46,978.247192,244,2969452.5,5,16927855616
194,47,983.596497,245,2656275.75,3,17016911872
195,48,988.835449,247,2948859.25,5,17106260992
196,49,993.968567,248,3019164,5,17195679744
197,48,988.835449,249,3183567.5,6,17285263360
198,49,993.968567,251,3118284,5,17374781440
199,48,988.835449,252,3308661,6,17464492032
200,47,983.596497,254,3473217,7,17554366464
201,46,978.247192,255,3260961.75,6,17644027904
202,45,972.782898,256,3555861.5,7,17733984256
203,46,978.247192,258,3310954.5,6,17823694848
204,47,983.596497,259,2871552.5,4,17912967168
205,46,978.247192,260,3135728.75,5,18002501632
206,47,983.596497,262,2793533.75,3,18091696128
207,48,988.835449,263,3044242,4,18181140480
208,49,1192.762329,265,3118565.75,4,18270658560
209,48,988.835449,266,3008754.5,4,18360066048
210,49,993.968567,267,3075666.5,4,18449543168
211,50,999,269,2841524.5,3,18538782720
212,50,999,270,2393620,1,18627575808
213,50,999,271,2402470.5,1,18716377088
214,50,999,273,2257756,0,18805035008
215,50,999,274,2552501.75,1,18893987840
216,50,999,276,2350994,0,18982739968
217,50,999,277,2244212.5,0,19071385600
218,50,999,278,2311095.25,0,19160096768
219,50,999,280,2241963.5,0,19248738304
220,50,999,281,2404182.5,0,19337543680
221,50,999,282,2264055,0,19426205696
222,50,999,284,2905140.5,2,19515510784
223,50,999,285,2286146.75,0,19604197376
224,49,993.968567,287,2630650.75,1,19693228032
225,48,988.835449,288,3047007.5,3,19782676480
226,47,983.596497,289,3311996.75,4,19872387072
227,48,988.835449,291,3750989.25,6,19962540032
228,47,983.596497,292,3665175.25,5,20052606976
229,46,978.247192,293,3883067,6,20142891008
230,47,983.596497,295,3801787.75,6,20233093120
231,48,988.835449,296,3478340,4,20322971648
232,49,993.968567,298,3529414.25,4,20412899328
233,50,999,299,3936256.25,6,20503236608
234,49,993.968567,300,3230899.5,3,20592869376
235,48,988.835449,302,3596641.25,5,20682866688
236,49,993.968567,303,4055557.25,6,20773322752
237,50,999,304,3825654.5,5,20863549440
238,50,999,306,3869042,5,20953817088
239,50,999,307,3044996.5,2,21043261440
240,50,1198.800049,309,2472897.75,0,21132132352
241,50,999,310,2483943.5,0,21221015552
242,50,999,311,2496187.5,0,21309911040
243,50,999,313,2565893.25,0,21398876160
244,50,999,314,2941701.25,1,21488218112
245,50,999,315,3491385.25,3,21578108928
246,50,999,317,3008110,1,21667516416
247,49,993.968567,318,3070579.75,2,21756985344
248,48,988.835449,320,3473958.25,3,21846859776
249,49,993.968567,321,3247617.5,2,21936508928
250,50,999,322,3686887,4,22026596352
251,50,999,324,2968023.25,1,22115962880
252,50,999,325,3353022.25,2,22205714432
253,50,999,326,3855404.25,4,22295969792
254,50,999,328,3260278.25,2,22385631232
255,50,999,329,3151626.25,1,22475182080
256,50,999,331,3165359.75,1,22564749312
257,50,999,332,2825857,0,22653976576
258,49,993.968567,333,3289030.5,2,22743666688
259,48,988.835449,335,3660254.25,3,22833725440
260,47,983.596497,336,3575146,3,22923702272
261,46,978.247192,337,4069127.75,5,23014170624
262,45,972.782898,339,4467611,6,23105036288
263,44,967.198547,340,4475136.5,6,23195910144
264,43,961.488586,341,3540247.75,3,23285850112
265,44,967.198547,343,3437086.5,2,23375687680
266,43,961.488586,344,3760936.5,4,23465848832
267,44,967.198547,346,3993678.5,4,23556243456
268,45,972.782898,347,3783968.75,3,23646429184
269,44,967.198547,348,3838521.25,4,23736668160
270,43,961.488586,350,3957524.75,4,23827025920
271,42,955.6474,351,3639240,3,23917064192
272,43,961.488586,352,3917238.5,4,24007380992
273,44,967.198547,354,3335444,2,24097116160
274,43,961.488586,355,3509921.5,2,24187027456
275,44,967.198547,356,3537153,2,24276963328
276,43,961.488586,358,4374882.5,5,24367738880
277,44,967.198547,359,3837386.75,3,24457977856
278,43,961.488586,360,4438327.5,5,24548814848
279,44,967.198547,362,4076344.75,4,24639291392
280,43,961.488586,363,4391751,5,24730083328
281,44,967.198547,364,4205097,4,24820686848
282,45,972.782898,366,4266190,4,24911351808
283,44,967.198547,367,4222481,4,25001975808
284,45,972.782898,368,3500736.75,2,25091874816
285,44,967.198547,370,3772050,3,25182048256
286,45,972.782898,371,3987428.5,3,25272434688
287,44,967.198547,372,4943333.5,7,25363779584
288,45,972.782898,374,4389186,5,25454567424
289,44,967.198547,375,4882670,6,25545850880
290,45,972.782898,377,4154174.5,4,25636405248
291,46,978.247192,378,4121344,3,25726926848
292,45,972.782898,379,4526999.5,5,25817853952
293,44,967.198547,381,4894909,6,25909149696
294,45,972.782898,382,4500279.5,5,26000048128
295,44,967.198547,383,3903783.25,3,26090352640
296,45,972.782898,385,4248687,4,26181001216
297,46,978.247192,386,3942276,3,26271342592
298,47,983.596497,387,3761788.25,2,26361503744
299,46,978.247192,389,4353330,4,26452258816
300,47,983.596497,390,4502330.5,4,26543161344
301,48,988.835449,391,4714235.5,5,26634276864
302,49,993.968567,393,4801131.5,5,26725478400
303,50,999,394,5338549.5,6,26817216512
304,50,999,396,4098068.25,2,26907713536
305,49,993.968567,397,4257722,3,26998370304
306,50,999,398,4594976.5,4,27089367040
307,50,999,400,3640702.5,1,27179409408
308,50,999,401,3965606.25,2,27269775360
309,49,993.968567,402,4182585.25,3,27360358400
310,48,1186.602539,404,4594183.5,4,27451351040
311,47,983.596497,405,4545900,4,27542298624
312,48,988.835449,407,4396767.5,3,27633094656
313,47,983.596497,408,4861433,5,27724357632
314,46,978.247192,409,4692360.5,4,27815448576
315,47,983.596497,411,4462420,3,27906310144
316,48,988.835449,412,4462545.5,3,27997171712
317,49,993.968567,413,4771344,4,28088344576
318,50,999,415,5274847.5,5,28180021248
319,50,999,416,4167606.25,2,28270587904
320,50,999,418,3490584.25,0,28360478720
321,50,999,419,3356550,0,28450234368
322,50,999,420,4063976.75,2,28540698624
323,49,993.968567,422,3987393,1,28631085056
324,48,988.835449,423,4325526,2,28721811456
325,47,983.596497,424,4668226.5,3,28812877824
326,46,978.247192,426,4775758.5,4,28904054784
327,47,983.596497,427,5115238.5,5,28995571712
328,46,978.247192,429,5326065.5,5,29087297536
329,45,972.782898,430,5168722.5,5,29178867712
330,46,978.247192,431,5479007.5,6,29270745088
331,45,972.782898,433,5222991.5,5,29362368512
332,46,978.247192,434,4374297.5,2,29453144064
333,45,972.782898,435,5204565.5,5,29544747008
334,44,967.198547,437,5860371.5,7,29637009408
335,45,972.782898,438,5453653.5,5,29728862208
336,46,978.247192,439,5608943.5,6,29820870656
337,45,972.782898,441,5336917.5,5,29912608768
338,46,978.247192,442,5508647,5,30004518912
339,47,983.596497,443,5710452,6,30096629760
340,48,988.835449,445,4899016.5,3,30187929600
341,49,993.968567,446,4958110.5,3,30279286784
342,48,988.835449,448,5352796.5,5,30371041280
343,47,983.596497,449,5801385,6,30463242240
344,46,978.247192,450,4835759.5,3,30554476544
345,47,983.596497,452,5582558.5,5,30646460416
346,48,988.835449,453,5345876.5,4,30738206720
347,47,983.596497,454,5794670,6,30830399488
348,46,978.247192,456,5523796,5,30922321920
349,47,983.596497,457,5237094.5,4,31013957632
350,48,988.835449,458,4509304,2,31104868352
351,49,993.968567,460,5285686,4,31196553216
352,48,988.835449,461,5246705.5,4,31288201216
353,49,993.968567,463,5202125,4,31379804160
354,50,999,464,5264617,4,31471468544
355,50,999,465,4047293.5,0,31561916416
356,49,993.968567,467,4821055.5,2,31653138432
357,48,988.835449,468,5485397.5,4,31745024000
358,47,983.596497,469,6252010.5,6,31837675520
359,46,978.247192,471,6021969,6,31930097664
360,47,983.596497,472,6217831,6,32022716416
361,46,978.247192,474,6509375.5,7,32115625984
362,47,983.596497,475,5735313.5,5,32207761408
363,46,978.247192,476,5758055,5,32299921408
364,45,972.782898,478,4882792.5,3,32391204864
365,44,967.198547,479,5057419.5,3,32482660352
366,45,972.782898,480,4886753,3,32573947904
367,46,978.247192,482,5660274.5,4,32666009600
368,45,972.782898,483,5687362,5,32758095872
369,46,978.247192,484,5950934,5,32850448384
370,47,983.596497,486,6434197.5,6,32943284224
371,48,988.835449,487,5580456.5,4,33035264000
372,49,993.968567,489,4960799.5,2,33126625280
373,50,999,490,5690337,4,33218715648
374,50,999,491,5499038,3,33310613504
375,50,999,493,4523026.5,1,33401536512
376,50,999,494,4482744.5,1,33492418560
377,50,999,495,5533713.5,3,33584353280
378,50,999,497,4865250.5,2,33675620352
379,50,999,498,4552723,1,33766572032
380,50,999,500,4001627.25,0,33856974848
381,50,999,501,4649755,1,33948024832
382,49,993.968567,502,5444704,3,34039869440
383,50,999,504,4708292,1,34130976768
384,50,999,505,4143163.5,0,34221518848
385,50,999,506,4219371.5,0,34312138752
386,50,999,508,4067861.25,0,34402607104
387,50,999,509,4853650.5,1,34493861888
388,50,999,511,4832082,1,34585096192
389,50,999,512,4100998.5,0,34675597312
390,50,999,513,5244839.5,2,34767241216
391,50,999,515,5157657.5,2,34858799104
392,49,993.968567,516,4754572.5,1,34949955584
393,50,999,518,6117131,4,35042471936
394,50,1198.800049,519,5095422,2,35133968384
395,50,999,520,4942309.5,1,35225313280
396,49,993.968567,522,4545647.5,0,35316260864
397,50,999,523,4936548,1,35407597568
398,50,999,524,4775105.5,1,35498774528
399,50,999,526,4762436,1,35589939200
400,50,999,527,5146981,2,35681488896
401,50,999,529,4233467.5,0,35772125184
402,50,999,530,5001835.5,1,35863527424
403,50,999,531,5455941.5,2,35955384320
404,50,999,533,5889645,3,36047675392
405,50,999,534,5224679,2,36139302912
406,50,999,535,5239542.5,2,36230942720
407,49,993.968567,537,5407716.5,2,36322750464
408,48,988.835449,538,6269250,4,36415422464
409,47,983.596497,540,6906541,6,36508729344
410,46,978.247192,541,6177367,4,36601307136
411,47,983.596497,542,5819117,3,36693528576
412,46,978.247192,544,6354399,4,36786282496
413,47,983.596497,545,6812305.5,5,36879495168
414,48,988.835449,546,6086866.5,4,36971982848
415,49,993.968567,548,6487673,4,37064871936
416,48,988.835449,549,7288772.5,6,37158559744
417,47,983.596497,550,7382245.5,7,37252341760
418,48,988.835449,552,6787590.5,5,37345529856
419,47,983.596497,553,7152931,6,37439082496
420,46,978.247192,555,7504288,7,37532987392
421,47,983.596497,556,6357651,4,37625745408
422,48,988.835449,557,6439155,4,37718585344
423,49,993.968567,559,5312845,1,37810298880
424,50,999,560,6909721.5,5,37903609856
425,50,999,561,5035991,1,37995044864
426,49,993.968567,563,6480642.5,4,38087925760
427,50,999,564,5830897.5,2,38180159488
428,50,999,566,5282959,1,38271844352
429,49,993.968567,567,5987668,3,38364233728
430,50,999,568,6952708,5,38457585664
431,50,999,570,6027606,3,38550016000
432,49,993.968567,571,5668665.5,2,38642085888
433,50,999,572,7411941.5,6,38735900672
434,50,999,574,6297519.5,3,38828597248
435,49,993.968567,575,5634687.5,2,38920634368
436,50,999,577,6314599,3,39013351424
437,50,999,578,5786643,2,39105540096
438,50,999,579,4640224.5,0,39196581888
439,50,999,581,4773863.5,0,39287754752
440,50,999,582,4662316.5,0,39378817024
441,50,999,584,4691201.5,0,39469907968
442,50,999,585,5019725.5,0,39561330688
443,50,999,586,4695453.5,0,39652425728
444,50,999,588,4884529.5,0,39743713280
445,50,999,589,5047903,0,39835160576
446,50,999,590,5239962,1,39926800384
447,50,999,592,4739637,0,40017940480
448,50,999,593,4866766,0,40109207552
449,49,993.968567,595,5741023.5,2,40201351168
450,48,988.835449,596,6754042,4,40294506496
451,49,993.968567,597,7128157,4,40388034560
452,50,999,599,7488104,5,40481923072
453,50,999,600,6208361.5,2,40574533632
454,50,999,601,4909209,0,40665845760
455,50,999,603,5961332,2,40758206464
456,50,999,604,6023605.5,2,40850632704
457,49,993.968567,606,5605534.5,1,40942641152
458,50,999,607,7290200.5,4,41036333056
459,49,993.968567,608,6509261,3,41129242624
460,48,988.835449,610,7090413,4,41222733824
461,49,993.968567,611,6558560,3,41315692544
462,50,999,612,7596419,5,41409691648
463,49,993.968567,614,5796061.5,1,41501888512
464,50,999,615,6060240.5,2,41594351616
465,50,1198.800049,617,5600723,1,41686351872
466,50,999,618,5744587.5,1,41778495488
467,50,999,619,5045513.5,0,41869942784
468,50,999,621,5142121,0,41961484288
469,50,999,622,5699445.5,1,42053582848
470,49,993.968567,623,6317900,2,42146299904
471,50,999,625,7534182,5,42240233472
472,50,999,626,6723735.5,3,42333360128
473,50,999,628,6360248.5,2,42426122240
474,50,999,629,6328171,2,42518851584
475,49,993.968567,630,5921476,1,42611175424
476,48,988.835449,632,6891397.5,3,42704465920
477,49,993.968567,633,7141489.5,4,42798010368
478,50,999,635,8544829,6,42892955648
479,50,999,636,7513397,4,42986868736
480,49,993.968567,637,6413464,2,43079684096
481,48,988.835449,639,6449354.5,2,43172536320
482,49,993.968567,640,7661292,5,43266596864
483,48,988.835449,641,8067472.5,5,43361067008
484,47,983.596497,643,8815359,7,43456282624
485,48,988.835449,644,9018453,7,43551703040
486,47,983.596497,645,7694479.5,5,43645800448
487,48,988.835449,647,6343547.5,2,43738546176
488,49,993.968567,648,7513994,4,43832459264
489,48,988.835449,650,8643976,6,43927502848
490,47,983.596497,651,7743339.5,5,44021645312
491,46,978.247192,652,7902917,5,44115947520
492,47,983.596497,654,8016624.5,5,44210364416
493,46,978.247192,655,9309483,8,44306075648
494,47,983.596497,656,7792312,5,44400267264
495,48,988.835449,658,6537566.5,2,44493205504
496,49,993.968567,659,6754370,2,44586360832
497,50,999,661,7889193,4,44680650752
498,49,993.968567,662,7590118,4,44774641664
499,48,988.835449,663,7197634.5,3,44868239360
500,47,983.596497,665,6881553.5,3,44961521664
501,46,978.247192,666,8110552,5,45056032768
502,47,983.596497,667,7101294.5,3,45149536256
503,48,988.835449,669,7829105,4,45243764736
504,47,983.596497,670,7691882,4,45337858048
505,48,1186.602539,671,7017433.5,3,45431275520
506,49,993.968567,673,5992531.5,1,45523668992
507,50,999,674,5726060.5,0,45615796224
508,50,999,676,5410350.5,0,45707608064
509,50,999,677,5718142.5,0,45799727104
510,50,999,678,5562623.5,0,45891690496
511,50,999,680,6753902.5,2,45984845824
512,50,999,681,7051320,2,46078300160
513,50,999,683,6481098.5,1,46171181056
514,50,999,684,6715130,2,46264295424
515,50,999,685,5946053,0,46356643840
516,49,993.968567,687,6360779,1,46449405952
517,48,988.835449,688,7670265.5,4,46543478784
518,49,993.968567,689,7149299.5,3,46637027328
519,50,999,691,6872588,2,46730301440
520,50,999,692,6265588,1,46822969344
521,49,993.968567,694,7505360.5,3,46916874240
522,48,988.835449,695,7669301.5,3,47010942976
523,47,983.596497,696,8960624,6,47106306048
524,46,978.247192,698,8917562,6,47201624064
525,47,983.596497,699,7784763.5,4,47295811584
526,46,978.247192,700,9236525,6,47391449088
527,45,972.782898,702,8934509,6,47486783488
528,44,967.198547,703,9060127,6,47582244864
529,43,961.488586,704,8437294,5,47677083648
530,42,955.6474,706,9043744,6,47772528640
531,43,961.488586,707,8613884,5,47867543552
532,44,967.198547,708,7246298.5,3,47961190400
533,43,961.488586,710,8174928.5,4,48055767040
534,42,955.6474,711,6901439,2,48149069824
535,43,961.488586,712,7057101.5,2,48242528256
536,44,967.198547,714,7065966.5,2,48335994880
537,43,961.488586,715,7658157,3,48430055424
538,42,955.6474,716,8706671,5,48525164544
539,41,949.668823,718,7897779,4,48619462656
540,40,943.546021,719,6666208,2,48712527872
541,41,949.668823,720,8382840,5,48807313408
542,42,955.6474,722,7943322.5,4,48901656576
543,43,961.488586,723,7947905,4,48996003840
544,44,967.198547,724,7211891,2,49089617920
545,43,961.488586,726,8436653,5,49184456704
546,42,955.6474,727,8958028,6,49279815680
547,43,961.488586,729,9065071,6,49375281152
548,42,955.6474,730,7675153.5,3,49469358080
549,41,949.668823,731,7678233,3,49563439104
550,42,955.6474,733,8031084,4,49657872384
551,43,961.488586,734,7757374.5,3,49752031232
552,44,967.198547,735,7902221.5,3,49846333440
553,43,961.488586,737,8499181,4,49941233664
554,44,967.198547,738,7595872.5,3,50035228672
555,45,972.782898,739,7433042,2,50129063936
556,46,978.247192,741,8238425,4,50223702016
557,45,972.782898,742,9240896,5,50319343616
558,44,967.198547,743,9983299,7,50415726592
559,43,961.488586,745,9690268,6,50511818752
560,42,955.6474,746,9599410,6,50607820800
561,41,949.668823,747,7885431.5,3,50702106624
562,42,955.6474,749,9561039,6,50798067712
563,41,949.668823,750,9153237,6,50893623296
564,42,955.6474,751,8096006.5,4,50988122112
565,43,961.488586,753,7130328.5,2,51081654272
566,44,967.198547,754,7241074,2,51175297024
567,43,961.488586,755,7348391,2,51269046272
568,44,967.198547,757,8145885.5,3,51363594240
569,45,972.782898,758,9089672,5,51459084288
570,44,967.198547,759,8432698,4,51553918976
571,43,961.488586,761,8900017,5,51649220608
572,44,967.198547,762,8125758,3,51743748096
573,45,972.782898,763,8569531,4,51838717952
574,46,978.247192,765,7737494,2,51932856320
575,45,972.782898,766,7858383,3,52027117568
576,46,978.247192,768,8219480,3,52121739264
577,45,972.782898,769,8919630,4,52217061376
578,46,978.247192,770,9485197,5,52312948736
579,45,972.782898,772,8490181,4,52407840768
580,46,978.247192,773,8133080,3,52502376448
581,45,972.782898,774,8296851,3,52597075968
582,44,967.198547,776,8990864,4,52692467712
583,45,972.782898,777,9218309,5,52788088832
584,44,967.198547,778,9637159,5,52884127744
585,45,972.782898,780,10289144,6,52980817920
586,44,967.198547,781,9405399,5,53076623360
587,43,961.488586,782,9015802,4,53172039680
588,44,967.198547,784,9068706,4,53267509248
589,43,961.488586,785,9404475,5,53363314688
590,44,967.198547,786,9762459,6,53459476480
591,43,961.488586,788,10448458,7,53556326400
592,44,967.198547,789,10213339,6,53652938752
593,43,961.488586,790,10141907,6,53749481472
594,42,955.6474,792,10045716,6,53845929984
595,43,961.488586,793,8991070,4,53941321728
596,42,955.6474,795,8383346,3,54036107264
597,41,949.668823,796,8772173,4,54131281920
598,42,955.6474,797,8053374,3,54225735680
599,43,961.488586,799,7818370.5,2,54319955968
600,44,967.198547,800,7796753.5,2,54414155776
601,45,972.782898,801,7863386.5,2,54508421120
602,46,978.247192,803,9597891,5,54604419072
603,47,983.596497,804,10042499,5,54700863488
604,46,978.247192,805,9467491,4,54796730368
605,47,1180.315796,807,9294671,4,54892425216
606,48,988.835449,808,9402646,4,54988230656
607,47,983.596497,809,9935492,5,55084568576
608,48,988.835449,811,11183884,7,55182151680
609,49,993.968567,812,11137829,7,55279689728
610,48,988.835449,814,11567609,7,55377657856
611,47,983.596497,815,12460523,9,55476518912
612,46,978.247192,816,10577984,6,55573499904
613,45,972.782898,818,10615511,6,55670517760
614,46,978.247192,819,10656609,6,55767576576
615,45,972.782898,820,9931393,5,55863910400
